"X1" "X2" "X3" "X4" "X5" "X6" "X7" "X8" "X9" "X10" "X11"
"1" -0.096157696994972 0.2603356 -1.954712 -1.187231 -0.4361169 -0.8927751 0.001549461 0.6534872 -1.710438 0.6175994 1
"2" 1.04855622842546 0.6067536 -0.2373446 2.097099 -2.086167 0.5098378 1.838919 0.538452 0.6591119 -0.9928094 1
"3" 0.452888982882221 0.5678465 -0.3051593 -0.06908463 -0.4844198 -1.052745 1.232291 -0.2128603 0.4832918 -0.1762928 1
"4" 0.91070090438579 -0.1159668 -0.08208497 -1.706835 0.1375945 -0.03595471 0.02660181 -0.4042254 0.8449694 -0.9429487 1
"5" -0.00976516849444325 -0.2741038 -0.722471 0.2353665 0.285504 -0.8890146 1.010276 -0.03934633 -0.9695709 -0.48927 1
"6" 0.17726029002874 0.4656723 1.107219 -0.348167 -0.1968491 -1.185304 -0.9628317 1.07198 -1.111014 -1.366397 1
"7" 0.873866590229412 -3.03969 -0.7368963 -0.01940101 1.391734 -0.4474119 0.575848 -0.1797211 0.2932299 -0.4996972 1
"8" 0.159407590204237 -0.4539726 0.2973002 -0.3524599 1.520979 -0.6029864 1.03365 2.547709 1.381653 0.08279373 1
"9" 0.970970213402109 -0.591582 -1.470303 0.5472744 -0.5335344 0.4124517 -0.9489689 0.8844157 0.8738328 -1.613163 1
"10" -0.258334103117956 1.384147 0.1423821 -1.173033 1.884475 -0.4656056 1.085848 0.070493 0.1756127 -0.616119 1
"11" 0 -0.2438903 0.7112669 1.234382 1.794686 -0.5939179 0.5252747 1.405601 -0.934801 -0.5554111 1
"12" 1 1.558049 0.5572012 0.4804719 -0.4977552 1.760861 -0.2120441 0.309259 1.549836 -0.5312318 1
"13" 1 -1.29406 0.6519124 -1.292739 0.4012655 -0.5047399 -1.474072 0.6565497 -2.254251 -2.285422 1
"14" 0 -1.664588 1.586551 -0.4593914 1.030512 -1.080358 -1.711414 0.3056011 -0.0007601592 0.3139536 1
"15" 0 -0.1802772 1.320517 2.228725 0.2441192 1.379109 0.172044 0.910172 -0.6303862 -0.1201805 1
"16" 0 1.167267 -1.143174 -0.717736 -0.3499368 -0.05834452 1.717747 -0.5148097 -0.08203894 -0.08490102 1
"17" 0 1.492049 -0.936321 -0.2766334 1.250388 -0.1091763 1.87262 -0.08611843 1.196968 -1.395192 1
"18" 0 -1.162868 0.09279323 0.6330391 -0.2854984 -0.9959494 -0.2377172 -0.284846 -0.3473255 0.1032857 1
"19" 0 0.3069423 -0.6069061 -0.827334 -1.383444 -0.3299689 -0.7462799 0.6111551 -1.203559 -0.4396322 1
"20" 1 0.5485716 0.7416841 1.011822 -0.1723224 -1.637315 1.278353 -0.3658415 0.4662392 -0.2699723 1
"21" 1 -0.8981981 0.4079268 0.8891313 0.2589806 0.7481732 -0.2369137 -0.5398107 -0.8648275 0.9960974 1
"22" 0 0.5030098 0.1854104 1.747289 0.2545302 -1.097943 -0.03145572 -0.858637 -0.4533807 -1.114702 1
"23" 0 1.47201 0.8926687 0.06966843 -1.202853 -0.3670356 -1.190234 -1.170275 -1.156017 -0.8604115 1
"24" 0 0.7439947 -0.5047401 -0.04861227 -0.581998 1.191882 1.113211 0.2713207 0.5802034 -0.7413321 1
"25" 1 -0.8751893 0.289241 -0.03911683 1.831392 0.4014906 -2.02676 0.2255495 -1.668644 1.288757 1
"26" 0 -0.08485652 0.8374493 1.205637 -0.7025578 1.293669 0.6807657 -1.76311 1.031049 -0.9482902 1
"27" 1 -1.247083 -1.408553 -0.2480816 0.4641165 0.6627412 0.5704466 0.1005935 0.6693813 0.7820581 1
"28" 0 -0.730873 0.006738095 -1.78106 -0.5376984 -0.3422414 -0.1508659 1.193673 -3.010813 0.5344438 1
"29" 1 0.2547906 -1.048226 1.309961 1.606472 -1.001359 -1.421233 0.1278776 -0.6334364 -0.5289096 1
"30" 0 -0.4969253 0.4311437 -0.265668 0.7326597 -1.953883 1.497647 -0.4114509 0.9753751 -1.29834 1
"31" 1 -0.8271313 0.9420025 -0.6047807 0.5814438 -1.206709 -0.08496336 -1.607869 0.5605382 -1.108494 1
"32" 0 0.9862138 -0.4158423 -0.08751268 0.1035438 -1.090295 0.2069443 -0.5827179 0.2329447 0.2427487 1
"33" 0 0.7114931 -0.8169354 0.29597 0.1807095 -1.460901 -2.845 -2.226913 -0.7590775 1.007472 1
"34" 1 -0.04363603 1.569123 -0.07690335 0.212508 -0.5377871 2.188494 1.484996 -0.3521858 0.02872856 1
"35" 1 0.4795745 0.5223304 0.6455453 -0.3260827 -1.420507 0.8792733 -0.4881099 -0.3436393 -0.6196076 1
"36" 0 -0.4242743 -1.315984 -1.79883 -1.398361 1.824614 0.2143974 1.412102 -0.432914 0.6460475 1
"37" 0 0.185083 1.675873 -0.4734936 -0.04846325 -0.04652123 2.063955 0.6709769 -1.271796 -0.4932435 1
"38" 0 1.968364 0.9024681 -0.8150812 -0.7686575 0.8905272 0.26853 1.107889 -1.377185 -0.2686469 1
"39" 1 -0.07674944 -0.1590687 -0.3111981 0.6254786 -0.8235377 -1.390353 1.480776 0.2725 0.4010808 1
"40" 0 0.755695 0.3350947 -0.1914796 0.2214437 0.2925708 -1.50496 0.4367099 0.7289644 1.218977 1
"41" 0 -2.30047 -1.013783 0.743676 -0.4896793 -1.33771 -1.549912 -0.1386013 0.2814322 -0.07187413 1
"42" 1 1.638366 0.09109849 0.05609562 0.6835832 -0.4016647 2.452346 -0.7227091 0.6177067 -2.238094 1
"43" 0 0.3723755 2.189952 0.6633845 0.7165037 -0.9690947 -0.5990166 0.4522264 0.7026243 -0.9526278 1
"44" 0 -0.9226828 -0.7522997 2.095826 0.6333385 -0.04269283 -1.908894 0.2273417 0.2621898 2.079896 1
"45" 1 -0.6238741 -0.5547727 1.334862 -0.01857027 1.478242 2.54523 -0.4854603 -1.178867 1.468423 1
"46" 1 -0.3626982 0.2178397 0.549086 -0.7953314 -0.4635768 1.524609 -1.908575 1.22245 0.4887572 1
"47" 0 1.468744 -0.1732609 -0.1538634 0.7234745 0.03274601 -0.9900338 0.4368966 -0.4989455 1.221247 1
"48" 1 -0.7011309 0.104366 -0.12133 0.0406393 -1.039598 2.576549 0.4004556 -0.6515356 1.097872 1
"49" 1 -0.7430052 2.58271 -1.186338 0.9687122 -0.1651365 -1.009458 -0.5655316 -0.3461153 1.191977 1
"50" 0 -1.195134 1.776774 0.3782121 -1.54711 1.366685 -0.1106965 -0.7429341 -0.4706598 -1.568663 1
"51" 1 0.3953368 2.264279 0.2741913 -1.125888 -2.592061 -0.1504869 0.1181439 -0.4697284 1.796447 1
"52" 1 0.8110003 -1.172414 -0.3840407 -0.09540614 0.04793511 0.890726 0.918179 0.3467517 2.594298 1
"53" 0 -0.1357777 0.4425294 2.039519 0.1588246 -0.4489422 -0.5965367 0.4891396 0.761467 -1.843769 1
"54" 1 0.5762262 -1.902777 1.06268 -0.3220648 -1.098888 0.1698804 -0.8571645 1.867805 0.1311705 1
"55" 0 -0.03791194 0.8660435 0.2215102 0.3288436 -0.6651592 -0.6497348 1.710132 -0.07403724 0.6858861 1
"56" 1 1.120572 1.098308 1.04171 -0.7500341 -1.642683 1.02982 0.3785553 0.2626281 0.5050591 1
"57" 1 1.428782 -1.298743 3.46731 0.2254523 -0.8520418 1.385188 0.2922681 -1.11294 -0.6616204 1
"58" 0 1.065037 0.6868313 0.5019215 1.51125 0.5610582 -0.3553582 -1.173659 -0.0106331 -0.1341414 1
"59" 1 1.068888 -0.04829345 0.124846 0.7610327 -1.029815 1.217876 0.4022206 -2.276561 -2.635581 1
"60" 0 -0.9269234 -1.229845 0.6113416 0.3948574 0.789832 -1.389811 0.1829142 -0.9752824 -0.8916268 1
"61" 1 -1.408437 -2.55886 0.2426441 -0.6445322 1.243029 -0.7056869 -0.02545284 0.4778744 0.02402679 1
"62" 1 1.337851 -0.2506841 -0.9729887 -0.1294833 0.4229968 1.160672 1.317952 -0.6727902 1.053636 1
"63" 0 0.1825884 0.1323711 -0.09342338 2.54566 0.08337737 2.111776 -1.640611 -0.2889871 0.05273139 1
"64" 1 -0.4564351 0.5594115 1.408351 -0.5365501 0.7224055 1.787053 0.8913472 1.586551 -0.4192811 1
"65" 0 1.294786 0.7302985 1.19927 -1.584239 1.081901 -0.7418803 -0.02728549 -0.09273809 -3.456905 1
"66" 0 0.4326995 -0.05858819 -1.166682 1.050087 -0.9496992 0.24038 0.6054248 1.897139 -0.8664532 1
"67" 1 -0.8261222 -0.2934764 0.1115921 -1.358175 0.5845888 -0.1856404 0.9663905 1.001738 -1.460538 1
"68" 0 -0.09335792 0.7025862 -1.700498 -1.2864 0.002681944 0.9335183 -0.5955977 1.082684 0.8951393 1
"69" 0 1.650364 0.4572045 -0.4999998 -0.7575828 0.808109 -0.07369406 -1.833887 -0.4702246 -0.1032812 1
"70" 0 1.547968 1.561319 -1.319328 -0.274196 1.726647 -0.6096925 -0.08111386 -0.9959444 -0.6644193 1
"71" 1 -0.3780901 -1.266792 0.3742592 0.3151343 -1.449857 -0.1581266 -0.5716736 -1.240805 0.483641 1
"72" 1 0.3530442 -0.5297872 -0.5526361 1.211553 -1.562497 1.04414 0.1256876 -1.48556 -0.1851375 1
"73" 0 0.2890477 -0.6275547 -1.264935 0.01453448 0.01058139 -0.8084202 1.747737 1.582184 -0.09381792 1
"74" 1 0.4025511 2.12536 2.05243 0.7877531 -1.957386 -0.488686 -0.9196616 1.026294 -0.301575 1
"75" 0 -0.5832514 -0.2384949 0.8435118 -0.1909744 0.145179 -0.4124463 0.4369512 -0.619165 -0.9061207 1
"76" 0 -0.387663 -0.444763 1.115262 -0.1309366 -0.7308538 0.4807194 -0.5583984 1.337122 0.9139545 1
"77" 0 0.4504671 -0.2884893 -2.022021 0.6593989 -0.5641442 0.8282104 0.5228317 0.7793762 0.7427134 1
"78" 0 1.311543 0.514285 0.2652628 -1.389341 -0.6301774 -0.6214463 -1.129989 1.54137 2.077639 1
"79" 0 0.5577056 2.307116 0.7421062 0.3185616 -0.9112335 0.04875813 -1.372723 0.0294279 -0.6410607 1
"80" 1 0.3554893 -0.02195464 0.5092008 -1.029245 -0.640836 0.8991167 -0.008135763 -1.887214 0.5694142 1
"81" 1 2.923171 0.7827371 0.0286663 0.388677 0.1314563 1.23521 0.5423943 2.368909 -0.3577102 1
"82" 0 -0.5197042 -0.3152038 -0.05643464 -0.512906 0.8662546 -0.4517528 0.1981415 1.178912 -0.04296903 1
"83" 0 -1.240958 -1.644551 1.079414 1.287086 -0.5055674 1.227074 0.4149018 0.4278192 0.06179479 1
"84" 0 -1.588816 -1.696594 0.2725203 -0.5056297 0.3482629 -0.0539706 1.585319 -0.1212072 0.122983 1
"85" 0 0.4798959 0.2902545 0.1555827 -0.1917369 0.0824735 -0.7044845 0.7388939 1.608357 -0.5285841 1
"86" 0 0.2915055 -0.3263199 -0.04543376 0.1774164 -2.008201 -1.527272 -1.463529 0.4381512 -1.642284 1
"87" 1 -0.8874776 1.537022 0.818969 0.01436006 0.6788501 -0.9182086 1.214552 1.229409 -0.5654689 1
"88" 1 -0.4898844 -0.230395 -0.1607638 -0.7730448 1.073633 -0.4355325 0.002869072 -0.8236832 -1.286735 1
"89" 1 -0.1769253 -1.196387 1.558252 0.1699418 1.427804 -1.768994 -0.8329156 -0.8778164 -0.8149173 1
"90" 1 0.4087113 -0.8275071 0.3497918 0.4788278 0.5481163 -1.537164 -0.06830218 -0.528652 0.1743682 1
"91" 1 -0.1214386 0.9091902 0.8382222 -0.8732847 0.1073897 0.8595775 1.036831 -0.5062064 -0.1234448 1
"92" 0 0.8272107 -1.561415 1.59158 -0.4715278 1.713471 -0.3551521 -0.03613997 0.1245048 1.94453 1
"93" 1 -0.7955532 -0.8235325 0.9490731 0.1019321 -0.4379429 -0.1292806 -1.402871 -1.391809 0.423857 1
"94" 1 -0.6473839 2.732918 0.5794145 -1.092736 -1.305919 0.6703329 -0.07241044 -0.550149 2.054437 1
"95" 0 -0.4947588 0.6709537 1.125375 0.005242354 0.9257344 0.5087849 0.6149543 -0.8541871 -1.715877 1
"96" 0 0.2881015 -1.053457 0.269443 -0.9864477 0.2843591 0.3515151 -0.7611127 -1.913664 -2.573625 1
"97" 1 0.3499159 1.116504 -0.3589888 -1.684837 0.1201965 0.9173501 -0.6930879 -1.026999 -0.691199 1
